,appid,name,short_description,developer,publisher,genre,tags,type,categories,owners,positive,negative,price,initialprice,discount,ccu,languages,platforms,release_date,required_age,website,header_image
1333350,1333350,Angel Legion,Idle or play whenever and wherever you want. Customize the looking of your favorite Angels. Automatically accumulate resources all the time.,Shanghai SilverMoon Network Technology Co.Ltd,Shanghai SilverMoon Network Technology Co.Ltd,"Adventure, Free to Play, RPG, Strategy","Sexual Content, Free to Play, Strategy, Adventure",game,"['Multi-player', 'Single-player', 'Co-op', 'MMO', 'In-App Purchases', 'Online PvP', 'Online Co-op', 'PvP']","200,000 .. 500,000",2872,308,0,0,0,322,"English, Simplified Chinese, Traditional Chinese, Japanese","{'windows': True, 'mac': False, 'linux': False}",2020/08/14,0,https://www.taptap.com/app/157506,https://cdn.akamai.steamstatic.com/steam/apps/1333350/header.jpg?t=1667550554
1335200,1335200,Action Taimanin,"An intense, gorgeous hack-and-slash action RPG from the Taimanin fame!",LiLith,Infini-Brain inc.,"Action, Adventure, Free to Play, RPG","Sexual Content, Free to Play, Nudity, Hentai",game,"['Multi-player', 'Single-player', 'Partial Controller Support', 'MMO', 'In-App Purchases', 'Online PvP', 'Remote Play on Phone', 'Remote Play on Tablet', 'PvP']","1,000,000 .. 2,000,000",11675,2266,0,0,0,1051,"English, Japanese, Simplified Chinese, Traditional Chinese, Korean, Spanish - Spain, Spanish - Latin America","{'windows': True, 'mac': False, 'linux': False}",2020/10/5,0,http://www.actiontaimanin.net,https://cdn.akamai.steamstatic.com/steam/apps/1335200/header.jpg?t=1635214778
1337760,1337760,Potion Permit,"Moonbury's residents need healing, and you're the best chemist around! With your trusty tools, a brewing cauldron, and a canine companion at your side, you'll need to diagnose symptoms, gather ingredients, brew potions, and cure ailments in this open-ended sim RPG.",MassHive Media, PQube,"Action, Adventure, Casual, RPG","Singleplayer, Colorful, JRPG, Pixel Graphics",game,"['Single-player', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']","100,000 .. 200,000",1294,429,1999,1999,0,347,"English, French, German, Spanish - Spain, Korean, Portuguese - Brazil, Russian, Simplified Chinese","{'windows': True, 'mac': True, 'linux': False}",2022/09/22,0,https://pqube.co.uk/potion-permit/,https://cdn.akamai.steamstatic.com/steam/apps/1337760/header.jpg?t=1664967386
1338770,1338770,Sniper Ghost Warrior Contracts 2,"SGW Contracts 2 is a modern warfare shooter set in the Middle East. Play as Raven, Contract Sniper Assassin, as you take out a series of targets across a dramatic single-player campaign. With extreme-range shots exceeding 1000m, gear up for the most challenging entry to the series yet.",Underdog Studio,CI Games,Action,"FPS, Sniper, Shooter, Stealth",game,"['Single-player', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud']","200,000 .. 500,000",5735,1009,1999,3999,50,529,"English, French, Italian, German, Spanish - Spain, Korean, Polish, Russian, Simplified Chinese, Portuguese - Brazil, Czech, Japanese","{'windows': True, 'mac': False, 'linux': False}",2021/06/4,0,,https://cdn.akamai.steamstatic.com/steam/apps/1338770/header.jpg?t=1664815422
1341290,1341290,We Were Here Forever,"You both awaken imprisoned inside the sinister Castle Rock - were you betrayed, or simply not that clever? Find out in the newest co-op puzzle adventure in the We Were Here Series! Do you and your partner have what it takes to face the dark forces of this realm or will you be trapped… forever?",Total Mayhem Games,Total Mayhem Games,"Adventure, Casual, Indie","Exploration, Puzzle, Online Co-Op, Escape Room",game,"['Multi-player', 'Co-op', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Online Co-op']","200,000 .. 500,000",5864,663,1799,1799,0,297,"English, French, Italian, German, Spanish - Spain, Arabic, Czech, Danish, Dutch, Finnish, Japanese, Korean, Norwegian, Polish, Portuguese - Portugal, Portuguese - Brazil, Russian, Simplified Chinese, Swedish, Thai, Traditional Chinese, Turkish, Spanish - Latin America","{'windows': True, 'mac': False, 'linux': False}",2022/05/10,0,https://totalmayhemgames.com/,https://cdn.akamai.steamstatic.com/steam/apps/1341290/header.jpg?t=1667489022
1343370,1343370,Old School RuneScape,"The best retro fantasy MMORPG on the planet. Old School is RuneScape but… older! This is the open world you know and love, but as it was in 2007. Saying that, it’s even better than that – Old School is shaped by you, its players, with regular new content, fixes and expansions voted for by the fans!",Jagex Ltd,Jagex Ltd,"Adventure, Free to Play, Massively Multiplayer, RPG","Free to Play, MMORPG, Nostalgia, Adventure",game,"['Multi-player', 'MMO', 'Steam Achievements', 'Cross-Platform Multiplayer', 'Steam Trading Cards', 'In-App Purchases']","1,000,000 .. 2,000,000",10950,1131,0,0,0,2189,English,"{'windows': True, 'mac': True, 'linux': False}",2021/02/24,0,https://oldschool.runescape.com/,https://cdn.akamai.steamstatic.com/steam/apps/1343370/header.jpg?t=1663164937
1343400,1343400,RuneScape ,"RuneScape is a high fantasy open world MMORPG. Explore an ever changing and evolving living world where new challenges, skills, and quests await. Featuring unprecedented player freedom, you choose how to play, adventure, and grow.",Jagex Ltd,Jagex Ltd,"Free to Play, Massively Multiplayer, RPG","Free to Play, MMORPG, Open World, Massively Multiplayer",game,"['Multi-player', 'MMO', 'Steam Achievements', 'Cross-Platform Multiplayer', 'In-App Purchases']","1,000,000 .. 2,000,000",16696,2350,0,0,0,4486,"English, French, German, Portuguese - Brazil","{'windows': True, 'mac': True, 'linux': False}",2020/10/14,0,https://www.RuneScape.com,https://cdn.akamai.steamstatic.com/steam/apps/1343400/header.jpg?t=1666176242
1343670,1343670,Dealer's Life 2,Your favorite pawn shop experience is finally getting a sequel! Haggle like your life depends on it in this funny tycoon game. You never know WHAT is gonna stumble through that door!,Abyte Entertainment,Abyte Entertainment,"Casual, Indie, Simulation","Trading, Management, Job Simulator, Memes",game,"['Single-player', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Steam Trading Cards']","100,000 .. 200,000",1973,417,1499,1499,0,313,"English, German, Spanish - Spain, Portuguese - Portugal, Portuguese - Brazil, Simplified Chinese, Spanish - Latin America, Turkish, Italian, French, Korean, Russian, Thai","{'windows': True, 'mac': False, 'linux': False}",2022/02/15,0,,https://cdn.akamai.steamstatic.com/steam/apps/1343670/header.jpg?t=1667987067
1348970,1348970,Ego In A Coma (自我、状態、昏睡。),"A world... where the existence of ego has faded One day, the One of Insomnia received a powerful sleeping pill. She swallowed the pill in the bathtub... and fell into a coma, Can the One who has fallen into the spiritual world escape from coma? Can the ego grow after getting out?",KoS Studios,KoS Studios,"Action, Free to Play, Indie","Nudity, Action, Free to Play, Sexual Content",game,['Single-player'],"100,000 .. 200,000",266,58,0,0,0,586,"English, Japanese","{'windows': True, 'mac': True, 'linux': False}",2020/06/30,0,,https://cdn.akamai.steamstatic.com/steam/apps/1348970/header.jpg?t=1593510402
1353300,1353300,Idle Slayer,"Idle Slayer is an incremental game with idle and active playstyle mechanics, medieval pixel art visuals and retro 8-bit sounds and music.",Pablo Leban,Pablo Leban,"Casual, Free to Play, Indie, Strategy","Casual, Idler, Clicker, 2D Platformer",game,"['Single-player', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases']","200,000 .. 500,000",2756,494,0,0,0,772,"English, French, Italian, German, Spanish - Spain, Czech, Hungarian, Polish, Portuguese - Brazil, Spanish - Latin America, Korean, Portuguese - Portugal, Romanian, Russian, Simplified Chinese, Traditional Chinese, Turkish, Vietnamese, Japanese, Dutch, Finnish, Swedish, Ukrainian, Danish, Norwegian","{'windows': True, 'mac': False, 'linux': False}",2020/12/21,0,https://idleslayer.com,https://cdn.akamai.steamstatic.com/steam/apps/1353300/header.jpg?t=1643034409
1359090,1359090,Zero Hour,"Zero Hour is a tactical FPS with online team-based game play that takes place in a variety of fictional locations interpreted in Bangladesh with Real-life scale &amp; resource management. It brings a grounded, close quarter combat experience to the game.","M7 Productions, Attrito","Attrito, M7 Productions","Action, Simulation, Strategy, Early Access","Tactical, Shooter, FPS, Realistic",game,"['Multi-player', 'Single-player', 'Co-op', 'Commentary available', 'Stats', 'Steam Achievements', 'Steam Leaderboards', 'Online PvP', 'Online Co-op', 'PvP']","500,000 .. 1,000,000",18961,4572,599,1199,50,379,"English, French","{'windows': True, 'mac': False, 'linux': False}",2020/08/12,0,https://m7productions.gg/games/zero-hour,https://cdn.akamai.steamstatic.com/steam/apps/1359090/header.jpg?t=1662566436
1360000,1360000,The Infected,The Infected is a survival crafting game set in an open world sandbox. Build your base defend and protect yourself from wildlife and infected Vambies. (Hybrid Vampire-Zombie),DigX Studios,DigX Studios,"Action, Casual, Indie, Simulation, Early Access","Survival, Base-Building, Open World, Open World Survival Craft",game,"['Single-player', 'Steam Cloud']","100,000 .. 200,000",4178,610,1399,1399,0,225,"English, French, Italian, German, Spanish - Spain, Finnish, Korean, Portuguese - Brazil, Simplified Chinese, Swedish, Turkish, Russian, Czech, Greek, Japanese, Polish","{'windows': True, 'mac': False, 'linux': False}",2020/08/6,0,https://www.facebook.com/PlayTheInfected/,https://cdn.akamai.steamstatic.com/steam/apps/1360000/header.jpg?t=1648402244
1364390,1364390,Animaze by FaceRig,"Livestream, video chat, and record videos as incredible 2D and 3D avatars! Use one of the over 50 avatars provided or import your own 2D, 3D, VRM or Ready Player Me model. Animaze redefines avatar embodiment with enhanced face tracking, expressive animation, and improved graphics",Holotech Studios Inc.,Holotech Studios Inc.,"Animation & Modeling, Video Production","Video Production, Animation & Modeling, Software, Memes",game,['In-App Purchases'],"200,000 .. 500,000",1238,754,0,0,0,802,"English, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America","{'windows': True, 'mac': False, 'linux': False}",2021/11/17,0,https://www.animaze.us/,https://cdn.akamai.steamstatic.com/steam/apps/1364390/header.jpg?t=1668007103
1366540,1366540,Dyson Sphere Program,"Build the most efficient intergalactic factory in space simulation strategy game Dyson Sphere Program! Harness the power of stars, collect resources, plan and design production lines and develop your interstellar factory from a small space workshop to a galaxy-wide industrial empire.",Youthcat Studio,Gamera Games,"Indie, Simulation, Strategy, Early Access","Space, Automation, Base-Building, Building",game,"['Single-player', 'Remote Play on Tablet']","2,000,000 .. 5,000,000",64347,1473,1999,1999,0,5101,"English, Simplified Chinese","{'windows': True, 'mac': False, 'linux': False}",2021/01/20,0,,https://cdn.akamai.steamstatic.com/steam/apps/1366540/header.jpg?t=1665978903
1366800,1366800,Crosshair X,Overlay custom crosshairs on every game you play. Choose from thousands of unique crosshairs created by the Crosshair X community or design your own using the designer.,CenterPoint Gaming,CenterPoint Gaming,"Action, Utilities","Action, Utilities, Shooter, FPS",game,[],"200,000 .. 500,000",4755,478,799,799,0,3061,"English, German, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America","{'windows': True, 'mac': False, 'linux': False}",2020/08/17,0,https://www.centerpointgaming.com,https://cdn.akamai.steamstatic.com/steam/apps/1366800/header.jpg?t=1621981151
1367550,1367550,Kingdom Rush Vengeance - Tower Defense,"It's payback time! Lead your mighty dark army and make the Kingdom tremble with every step. Build powerful towers, choose your arsenal for destruction, and find the deadliest combination - train legendary heroes and lead them to victory!",Ironhide Game Studio,Ironhide Game Studio,Strategy,"Tower Defense, Strategy, Singleplayer, 2D",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Remote Play on Tablet']","200,000 .. 500,000",5463,267,1999,1999,0,338,"English, French, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Korean","{'windows': True, 'mac': True, 'linux': False}",2020/10/15,0,https://www.kingdomrushvengeance.com/,https://cdn.akamai.steamstatic.com/steam/apps/1367550/header.jpg?t=1665089924
1369320,1369320,Virtual Cottage,"Virtual Cottage gives you a comfy place to rest and be productive without any distractions. Open the game, set yourself a goal and enjoy the atmosphere.",DU&amp;I,DU&amp;I,"Casual, Free to Play, Indie","Relaxing, Cozy, Cute, Wholesome",game,['Single-player'],"200,000 .. 500,000",6870,148,0,0,0,433,English,"{'windows': True, 'mac': True, 'linux': True}",2020/10/7,0,,https://cdn.akamai.steamstatic.com/steam/apps/1369320/header.jpg?t=1667210465
1369630,1369630,ENDER LILIES: Quietus of the Knights,"ENDER LILIES is a dark fantasy 2D action RPG about unraveling the mysteries of a destroyed kingdom. On this sorrowful journey, encounter horrific enemies against whom a moment of inattention could be fatal. Overcome these hardships and seek the truth with the help of fallen knights.","Live Wire, Adglobe",Binary Haze Interactive,"Action, Indie, RPG","Metroidvania, Female Protagonist, Dark Fantasy, Souls-like",game,"['Single-player', 'Steam Achievements', 'Steam Cloud', 'Full controller support', 'Remote Play on Phone', 'Remote Play on Tablet', 'Remote Play on TV']","200,000 .. 500,000",18879,975,1624,2499,35,1052,"English, French, Italian, German, Spanish - Spain, Portuguese - Brazil, Russian, Simplified Chinese, Japanese, Korean, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2021/06/21,0,https://www.enderlilies.com/,https://cdn.akamai.steamstatic.com/steam/apps/1369630/header.jpg?t=1661841775
1372810,1372810,Teamfight Manager,Teamfight Manager is a simulation game where you are the coach of an e-sports team. You must manage players to set them up for matches. Make the best of pick &amp; ban by evaluating the characteristics of the champions/players! A smart strategy can make up for a lack of individual player skills.,Team Samoyed,Team Samoyed,"Indie, Simulation, Sports","Simulation, Management, e-sports, Pixel Graphics",game,"['Multi-player', 'Single-player', 'Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Cross-Platform Multiplayer', 'Online PvP', 'PvP']","200,000 .. 500,000",3906,602,999,999,0,279,"Korean, English, Simplified Chinese, Traditional Chinese, Russian, Japanese, German, French","{'windows': True, 'mac': True, 'linux': False}",2021/03/1,0,,https://cdn.akamai.steamstatic.com/steam/apps/1372810/header.jpg?t=1643163899
1377380,1377380,Night of the Dead,Build defenses against nightly waves of zombies. Survive and escape the island.,jacktostudios,jacktostudios,"Action, Adventure, Indie, Simulation, Early Access","Early Access, Survival, Zombies, Base-Building",game,"['Multi-player', 'Single-player', 'Co-op', 'Steam Cloud', 'Online PvP', 'Online Co-op', 'LAN PvP', 'LAN Co-op', 'PvP']","200,000 .. 500,000",6076,1446,2499,2499,0,868,"English, French, German, Spanish - Spain, Russian, Korean, Simplified Chinese, Portuguese - Brazil, Italian, Arabic, Japanese, Traditional Chinese, Thai, Turkish, Polish, Hungarian","{'windows': True, 'mac': False, 'linux': False}",2020/08/27,0,http://jacktostudios.com/,https://cdn.akamai.steamstatic.com/steam/apps/1377380/header.jpg?t=1667195111
1377580,1377580,Soulworker,Fierce emotions help fuel SoulWorkers to save the world from the devastated scene of a post-apocalyptic world. In a world where only dark devastation reigns – you are the only SoulWorker to come to the rescue.,"Lion Games Co., Ltd.","Lion Games Co., Ltd.","Action, Free to Play, Massively Multiplayer, RPG","Free to Play, Anime, Sexual Content, Nudity",game,"['Multi-player', 'Single-player', 'Co-op', 'Partial Controller Support', 'Steam Cloud', 'Cross-Platform Multiplayer', 'In-App Purchases', 'Online Co-op']","1,000,000 .. 2,000,000",6650,2238,0,0,0,1219,"English, Japanese, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2021/05/12,0,https://www.facebook.com/LIONGAMES.CO.LTD,https://cdn.akamai.steamstatic.com/steam/apps/1377580/header.jpg?t=1666232286
1382330,1382330,Persona 5 Strikers,Join the Phantom Thieves and strike back against the corruption overtaking cities across Japan. A summer vacation with close friends takes a sudden turn as a distorted reality emerges; reveal the truth and redeem the hearts of those imprisoned at the center of the crisis!,ATLUS,SEGA,"Action, Adventure","Anime, JRPG, Great Soundtrack, Hack and Slash",game,"['Single-player', 'Steam Achievements', 'Full controller support', 'Steam Trading Cards']","200,000 .. 500,000",9344,728,5999,5999,0,450,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2021/02/22,0,https://www.atlus.com/p5s,https://cdn.akamai.steamstatic.com/steam/apps/1382330/header.jpg?t=1661159838
1384160,1384160,GUILTY GEAR -STRIVE-,The cutting-edge 2D/3D hybrid graphics pioneered in the Guilty Gear series have been raised to the next level in “GUILTY GEAR -STRIVE-“. The new artistic direction and improved character animations will go beyond anything you’ve seen before in a fighting game!,Arc System Works,Arc System Works,Action,"2D Fighter, Fighting, Anime, Great Soundtrack",game,"['Multi-player', 'Single-player', 'Steam Achievements', 'Steam Cloud', 'Shared/Split Screen', 'Full controller support', 'Online PvP', 'Shared/Split Screen PvP', 'Remote Play Together', 'PvP']","500,000 .. 1,000,000",29860,2652,3999,3999,0,1847,"English, Japanese, Simplified Chinese, Traditional Chinese, French, Italian, German, Spanish - Spain, Korean","{'windows': True, 'mac': False, 'linux': False}",2021/06/11,0,,https://cdn.akamai.steamstatic.com/steam/apps/1384160/header.jpg?t=1665990695
1385380,1385380,Across the Obelisk,"Across the Obelisk is a coop RPG deckbuilding roguelite. Play solo or with your friends, choose your heroes, unlock items and cards, craft your deck and face powerful enemies in deep tactical combat. Would you dare to go across the obelisk?",Dreamsite Games,Paradox Arc,"Adventure, Indie, RPG, Strategy","Co-op, Roguelike Deckbuilder, Card Game, Card Battler",game,"['Multi-player', 'Single-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Online Co-op']","100,000 .. 200,000",4822,424,1999,1999,0,2174,"English, Simplified Chinese, Spanish - Spain","{'windows': True, 'mac': True, 'linux': True}",2022/08/16,0,,https://cdn.akamai.steamstatic.com/steam/apps/1385380/header.jpg?t=1666627513
1397920,1397920,Mr.Mine,"Get rich or die mining! Idle your way through the mines, unearth treasures, and discover what great mysteries lie in the depths below!",Austin Oblouk,Playsaurus,"Casual, Free to Play, Indie, Simulation","Free to Play, Casual, Idler, Clicker",game,"['Single-player', 'Steam Achievements', 'In-App Purchases']","500,000 .. 1,000,000",11294,945,0,0,0,1449,"English, German, Spanish - Spain, Russian, Simplified Chinese, French, Japanese, Portuguese - Brazil, Danish, Swedish, Polish, Italian, Czech, Dutch, Korean, Arabic, Portuguese - Portugal, Turkish, Thai, Hungarian, Spanish - Latin America, Vietnamese, Norwegian, Finnish, Hindi, Indonesian, Slovak, Filipino, Traditional Chinese, Ukrainian","{'windows': True, 'mac': False, 'linux': False}",2020/09/30,0,https://mrmine.com,https://cdn.akamai.steamstatic.com/steam/apps/1397920/header.jpg?t=1667604522
1401590,1401590,Disney Dreamlight Valley,Explore a world filled with the magic of Disney as you discover rich stories and build the perfect neighborhood alongside Disney and Pixar heroes and villains in this new life-sim adventure game. Welcome to Disney Dreamlight Valley.,Gameloft,Gameloft,"Adventure, Casual, Simulation, Early Access","Adventure, Relaxing, Simulation, Life Sim",game,"['Single-player', 'Partial Controller Support']","100,000 .. 200,000",6063,264,2999,2999,0,4260,"English, French, Italian, German, Spanish - Spain, Japanese, Simplified Chinese","{'windows': True, 'mac': False, 'linux': False}",2022/09/6,0,http://www.disneydreamlightvalley.com/,https://cdn.akamai.steamstatic.com/steam/apps/1401590/header.jpg?t=1666816731
1404210,1404210,Red Dead Online,"Step into the vibrant, ever-evolving world of Red Dead Online and experience life in frontier America. Chase down bounties, battle outlaw gangs and other players, hunt, fish and trade, search for exotic treasures, run Moonshine, and much more to discover in a world of astounding depth and detail.",Rockstar Games,Rockstar Games,"Action, Adventure","Open World, Multiplayer, Action, Western",game,"['Multi-player', 'Co-op', 'Partial Controller Support', 'Steam Achievements', 'In-App Purchases', 'Online PvP', 'Online Co-op', 'Remote Play on Phone', 'Remote Play on Tablet', 'PvP']","1,000,000 .. 2,000,000",41587,7759,1999,1999,0,2814,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Portugal, Russian, Simplified Chinese, Spanish - Latin America, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2020/12/1,0,https://www.rockstargames.com/reddeadredemption2/,https://cdn.akamai.steamstatic.com/steam/apps/1404210/header.jpg?t=1656615218
1407200,1407200,World of Tanks,"Jump into the free-to-play team-based shooter with an ever-expanding roster of historical vehicles, stunning graphics, spectacular locales, and orchestral scores. Show your mastery and face other players in thrilling PvP clashes. A unique mix of strategy and action awaits!",Wargaming Group Limited,Wargaming Group Limited,"Action, Free to Play, Massively Multiplayer, Simulation","Tanks, Free to Play, Action, Vehicular Combat",game,"['Multi-player', 'MMO', 'Steam Achievements', 'Steam Trading Cards', 'In-App Purchases', 'Online PvP', 'PvP']","2,000,000 .. 5,000,000",33919,7323,0,0,0,3322,"English, French, Italian, German, Czech, Dutch, Finnish, Hungarian, Japanese, Korean, Polish, Portuguese - Brazil, Romanian, Russian, Spanish - Latin America, Swedish, Turkish, Ukrainian, Traditional Chinese, Simplified Chinese","{'windows': True, 'mac': False, 'linux': False}",2021/04/28,0,https://wargaming.net/wot,https://cdn.akamai.steamstatic.com/steam/apps/1407200/header.jpg?t=1667985813
1408720,1408720,Krunker,"An easy to get into fully moddable First Person Shooter with advanced movement mechanics. Fully Customizable with Mods, Custom Maps and Thousands of Items to Unlock.",FRVR,FRVR,"Action, Casual, Free to Play","Shooter, FPS, PvP, Parkour",game,"['Multi-player', 'Co-op', 'Includes level editor', 'Partial Controller Support', 'Cross-Platform Multiplayer', 'Online PvP', 'Online Co-op', 'PvP']","1,000,000 .. 2,000,000",16059,3744,0,0,0,556,"English, German, Spanish - Spain, Korean, Portuguese - Portugal, Japanese, French, Simplified Chinese, Traditional Chinese","{'windows': True, 'mac': True, 'linux': False}",2021/02/1,0,https://krunker.io,https://cdn.akamai.steamstatic.com/steam/apps/1408720/header.jpg?t=1667820978
1416260,1416260,SpellForce 3: Versus Edition,"The SpellForce 3: Versus Edition gives you the chance to enter the battlefields of Eo for free, letting you test your RTS skills against AI opponents or even other human players.",Grimlore Games,THQ Nordic,"Free to Play, RPG, Strategy","Strategy, RPG, Building, Action RPG",game,"['Multi-player', 'Co-op', 'Steam Cloud', 'Full controller support', 'Online PvP', 'Online Co-op', 'LAN PvP', 'LAN Co-op', 'PvP']","100,000 .. 200,000",840,253,0,0,0,502,"English, French, Italian, German, Spanish - Spain, Korean, Polish, Russian, Simplified Chinese","{'windows': True, 'mac': False, 'linux': False}",2020/11/3,0,,https://cdn.akamai.steamstatic.com/steam/apps/1416260/header.jpg?t=1642581015
1418100,1418100,Swords of Legends Online,Swords of Legends Online is an action MMORPG set in a breathtaking fantasy world with sophisticated combat mechanics and a unique storyline based on Chinese mythology.,"Wangyuan Shengtang Entertainment Technology CO., 上海烛龙信息科技有限公司",Gameforge 4D GmbH,"Free to Play, Massively Multiplayer, RPG","Free to Play, MMORPG, Open World, Character Customization",game,"['Multi-player', 'Co-op', 'MMO', 'Steam Trading Cards', 'In-App Purchases', 'Online PvP', 'Online Co-op', 'PvP']","1,000,000 .. 2,000,000",3796,1752,0,0,0,295,"English, French, German, Simplified Chinese, Russian","{'windows': True, 'mac': False, 'linux': False}",2021/07/9,0,,https://cdn.akamai.steamstatic.com/steam/apps/1418100/header.jpg?t=1662461377
1418630,1418630,Dread Hunger,"A game of survival and betrayal. Eight Explorers path their ship through the unforgiving Arctic. Among the crew, two traitors call on dark powers to undermine them.",Dread Hunger Team,Digital Confectioners,"Action, Adventure, Indie","Multiplayer, Survival, Social Deduction, Online Co-Op",game,"['Multi-player', 'Valve Anti-Cheat enabled', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Online PvP', 'Online Co-op', 'PvP']","500,000 .. 1,000,000",23825,15115,2999,2999,0,14160,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese, Turkish","{'windows': True, 'mac': False, 'linux': False}",2022/01/26,0,https://dreadhunger.com/,https://cdn.akamai.steamstatic.com/steam/apps/1418630/header.jpg?t=1666324686
1421250,1421250,Tiny Bunny,"Tiny Bunny is a non-linear horror visual novel. Those, who have heard the voice of the forest, are beyond help.",Saikono,Saikono,"Adventure, Indie, Early Access","Story Rich, Visual Novel, Atmospheric, Dark",game,"['Single-player', 'Steam Achievements', 'Steam Trading Cards']","200,000 .. 500,000",8914,125,1299,1299,0,229,"English, Russian, Simplified Chinese, Italian","{'windows': True, 'mac': False, 'linux': False}",2021/04/16,0,https://bunny-horror.tumblr.com/,https://cdn.akamai.steamstatic.com/steam/apps/1421250/header.jpg?t=1659343230
1426210,1426210,It Takes Two,Embark on the craziest journey of your life in It Takes Two. Invite a friend to join for free with Friend’s Pass and work together across a huge variety of gleefully disruptive gameplay challenges. Winner of GAME OF THE YEAR at the Game Awards 2021.,Hazelight,Electronic Arts,"Action, Adventure","Co-op, Multiplayer, Split Screen, Puzzle",game,"['Multi-player', 'Co-op', 'Steam Achievements', 'Shared/Split Screen', 'Full controller support', 'Steam Trading Cards', 'Online Co-op', 'Shared/Split Screen Co-op', 'Remote Play Together']","2,000,000 .. 5,000,000",99119,4132,3999,3999,0,7110,"English, French, Italian, German, Spanish - Spain, Japanese, Korean, Polish, Portuguese - Brazil, Russian, Simplified Chinese, Traditional Chinese","{'windows': True, 'mac': False, 'linux': False}",2021/03/25,0,https://www.ea.com/games/it-takes-two,https://cdn.akamai.steamstatic.com/steam/apps/1426210/header.jpg?t=1666121755
1426450,1426450,Age of Darkness: Final Stand,"Age of Darkness: Final Stand is a dark fantasy survival RTS where you must illuminate, build and defend humanity’s last bastion against hordes of Nightmares. Set in the remnants of a kingdom consumed by a deadly fog, you decide. Will you hide in the light? Or take back your world.",PlaySide,Team17,"Strategy, Early Access","RTS, Base-Building, Survival, Strategy",game,"['Single-player', 'Steam Cloud']","100,000 .. 200,000",3962,687,2199,2199,0,353,"English, French, German, Polish, Russian, Simplified Chinese","{'windows': True, 'mac': False, 'linux': False}",2021/10/7,0,https://www.ageofdarkness.com/,https://cdn.akamai.steamstatic.com/steam/apps/1426450/header.jpg?t=1665713327
1432050,1432050,Nobody Saves the World,"Transform from a featureless nobody into a SLUG, a GHOST and a DRAGON in this new take on Action RPGs from the creators of Guacamelee! Discover 15+ distinct Forms, mix-and-match their abilities, clear evolving dungeons and... SAVE THE WORLD!?",DrinkBox Studios,DrinkBox Studios,"Action, Adventure, Indie, RPG","RPG, Action RPG, Hack and Slash, Action",game,"['Multi-player', 'Single-player', 'Co-op', 'Steam Achievements', 'Steam Cloud', 'Shared/Split Screen', 'Full controller support', 'Steam Trading Cards', 'Online Co-op', 'Shared/Split Screen Co-op', 'Remote Play Together']","200,000 .. 500,000",2834,272,2499,2499,0,229,"English, French, Italian, German, Korean, Portuguese - Brazil, Russian, Simplified Chinese, Spanish - Latin America, Japanese","{'windows': True, 'mac': False, 'linux': False}",2022/01/18,0,https://nobodysavestheworld.com,https://cdn.akamai.steamstatic.com/steam/apps/1432050/header.jpg?t=1660050808
1432860,1432860,Sun Haven,"Build your farm and relationships with townsfolk, or forge ahead on a quest of magic, monsters, and dragons. Level up through a skill tree in 8 person multiplayer, or adventure solo!",Pixel Sprout Studios,Pixel Sprout Studios,"Adventure, Casual, Indie, RPG, Simulation, Early Access","Early Access, Farming Sim, Pixel Graphics, Multiplayer",game,"['Multi-player', 'Single-player', 'Co-op', 'Partial Controller Support', 'Steam Cloud', 'Online Co-op']","200,000 .. 500,000",2672,251,2499,2499,0,614,English,"{'windows': True, 'mac': True, 'linux': False}",2021/06/25,0,,https://cdn.akamai.steamstatic.com/steam/apps/1432860/header.jpg?t=1667212210
